Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,State Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-2021-009513,2021-08-26,2021-09-01,Standard Class,CUST-10214,James Chang,Corporate,United States,St. Paul,Minnesota,MN,Central,PHO-306,Technology,Phones,Phone Model 306,218.96,2,0.4,-17.45
ORD-2021-001140,2021-08-27,2021-08-31,Second Class,CUST-11271,Ken Brown,Consumer,United States,Springfield,Illinois,IL,Central,KID-580,Clothing,Kids' Wear,Kids' Wear Model 580,144.34,2,0.1,14.87
ORD-2021-003331,2021-08-27,2021-09-03,Standard Class,CUST-10898,Nina Garcia,Consumer,United States,Charlotte,North Carolina,NC,South,ACC-787,Technology,Accessories,Accessorie Model 787,48.74,1,0.1,13.5
ORD-2021-003491,2021-08-27,2021-08-28,First Class,CUST-11280,Carlos Brown,Corporate,United States,Los Angeles,California,CA,West,LAP-679,Technology,Laptops,Laptop Model 679,3204.91,2,0.0,471.61
ORD-2021-009430,2021-08-27,2021-09-02,Standard Class,CUST-10208,Nina Patel,Consumer,United States,Los Angeles,California,CA,West,APP-215,Home & Kitchen,Appliances,Appliance Model 215,2064.67,5,0.15,130.17
ORD-2021-001001,2021-08-28,2021-09-03,Standard Class,CUST-10558,Nina Martinez,Corporate,United States,Memphis,Tennessee,TN,South,KID-402,Clothing,Kids' Wear,Kids' Wear Model 402,67.95,1,0.0,15.15
ORD-2021-003708,2021-08-28,2021-09-01,Standard Class,CUST-10596,Ahmed Chang,Consumer,United States,Buffalo,New York,NY,East,FOO-871,Clothing,Footwear,Footwear Model 871,545.99,3,0.0,123.41
ORD-2021-006431,2021-08-28,2021-09-01,Standard Class,CUST-10277,Nina Kumar,Consumer,United States,Buffalo,New York,NY,East,BIN-406,Office Supplies,Binders,Binder Model 406,16.98,1,0.1,3.14
ORD-2021-007300,2021-08-28,2021-08-28,Same Day,CUST-10815,Carlos Lewis,Consumer,United States,Pittsburgh,Pennsylvania,PA,East,TAB-833,Furniture,Tables,Table Model 833,147.24,1,0.2,-7.2
ORD-2021-008649,2021-08-28,2021-08-28,Same Day,CUST-10666,Fatima Clark,Consumer,United States,San Antonio,Texas,TX,Central,MEN-718,Clothing,Men's Apparel,Men's Apparel Model 718,310.49,3,0.15,34.37
ORD-2021-009101,2021-08-28,2021-09-01,Standard Class,CUST-11083,Noah Clark,Consumer,United States,Eugene,Oregon,OR,West,MEN-296,Clothing,Men's Apparel,Men's Apparel Model 296,126.63,1,0.1,14.96
ORD-2021-000640,2021-08-29,2021-08-29,Same Day,CUST-11029,Arjun Davis,Corporate,United States,Boulder,Colorado,CO,West,LAP-876,Technology,Laptops,Laptop Model 876,4229.42,4,0.0,579.08
ORD-2021-001593,2021-08-29,2021-09-04,Standard Class,CUST-10754,Elena Taylor,Corporate,United States,Ann Arbor,Michigan,MI,Central,PHO-989,Technology,Phones,Phone Model 989,1177.58,4,0.1,134.89
ORD-2021-001913,2021-08-29,2021-09-04,Standard Class,CUST-10398,Nina Wilson,Corporate,United States,Las Vegas,Nevada,NV,West,COO-751,Home & Kitchen,Cookware,Cookware Model 751,695.42,3,0.2,45.02
ORD-2021-004192,2021-08-29,2021-09-02,Standard Class,CUST-10295,Ravi Walker,Consumer,United States,Raleigh,North Carolina,NC,South,ART-790,Office Supplies,Art,Art Model 790,50.6,1,0.1,9.27
ORD-2021-004574,2021-08-29,2021-08-30,Same Day,CUST-10717,Noah Patel,Consumer,United States,Detroit,Michigan,MI,Central,ACC-711,Technology,Accessories,Accessorie Model 711,76.56,2,0.4,3.86
ORD-2021-005648,2021-08-29,2021-09-03,Standard Class,CUST-10057,Ethan Martinez,Consumer,United States,Sacramento,California,CA,West,ACC-269,Technology,Accessories,Accessorie Model 269,130.21,2,0.0,45.96
ORD-2021-007099,2021-08-29,2021-08-31,First Class,CUST-11294,Nina Rossi,Home Office,United States,Portland,Oregon,OR,West,STO-928,Office Supplies,Storage,Storage Model 928,96.11,1,0.1,17.13
ORD-2021-007668,2021-08-29,2021-09-02,Standard Class,CUST-10232,James Young,Corporate,United States,Boulder,Colorado,CO,West,BOO-905,Furniture,Bookcases,Bookcase Model 905,333.89,2,0.0,35.72
ORD-2021-008487,2021-08-29,2021-09-01,Second Class,CUST-10553,Liam Walker,Home Office,United States,Nashville,Tennessee,TN,South,LAP-881,Technology,Laptops,Laptop Model 881,1193.25,1,0.1,108.55
ORD-2021-009738,2021-08-29,2021-09-05,Standard Class,CUST-10133,Lucas Rossi,Corporate,United States,Worcester,Massachusetts,MA,East,BOO-362,Furniture,Bookcases,Bookcase Model 362,397.69,1,0.0,31.6
ORD-2021-000102,2021-08-30,2021-09-03,Standard Class,CUST-11200,James Martinez,Consumer,United States,Tucson,Arizona,AZ,West,KID-631,Clothing,Kids' Wear,Kids' Wear Model 631,53.33,3,0.0,12.07
ORD-2021-003654,2021-08-30,2021-09-05,Standard Class,CUST-11132,Priya Johnson,Corporate,United States,Norfolk,Virginia,VA,East,PAP-973,Office Supplies,Paper,Paper Model 973,31.12,4,0.1,6.82
ORD-2021-004836,2021-08-30,2021-09-05,Standard Class,CUST-10588,Noah Garcia,Home Office,United States,Spokane,Washington,WA,West,ACC-943,Technology,Accessories,Accessorie Model 943,46.7,1,0.2,9.28
ORD-2021-001428,2021-08-31,2021-09-01,First Class,CUST-10934,James Nguyen,Consumer,United States,Jersey City,New Jersey,NJ,East,ACC-956,Technology,Accessories,Accessorie Model 956,69.32,1,0.3,11.02
ORD-2021-002903,2021-08-31,2021-09-02,First Class,CUST-10979,Daniel Garcia,Corporate,United States,Albany,New York,NY,East,PHO-164,Technology,Phones,Phone Model 164,1233.02,4,0.1,152.71
ORD-2021-002952,2021-08-31,2021-09-07,Standard Class,CUST-10593,Wei Martinez,Consumer,United States,Eugene,Oregon,OR,West,COO-859,Home & Kitchen,Cookware,Cookware Model 859,316.87,3,0.0,55.77
ORD-2021-004877,2021-08-31,2021-09-04,Standard Class,CUST-10245,Ava Lewis,Consumer,United States,Columbus,Ohio,OH,Central,TAB-412,Furniture,Tables,Table Model 412,1381.11,2,0.15,14.26
ORD-2021-008774,2021-08-31,2021-09-04,Second Class,CUST-10124,Sara Smith,Corporate,United States,Jersey City,New Jersey,NJ,East,LAB-413,Office Supplies,Labels,Label Model 413,1.58,1,0.3,0.08
ORD-2021-008914,2021-08-31,2021-09-02,Second Class,CUST-10563,Elena Anderson,Consumer,United States,Buffalo,New York,NY,East,ACC-425,Technology,Accessories,Accessorie Model 425,307.57,4,0.0,86.6
ORD-2021-009646,2021-08-31,2021-09-03,Second Class,CUST-10555,Grace Lee,Home Office,United States,Newark,New Jersey,NJ,East,ACC-788,Technology,Accessories,Accessorie Model 788,19.89,1,0.1,5.39
ORD-2021-002937,2021-09-01,2021-09-05,Second Class,CUST-10100,Olivia Walker,Corporate,United States,Norfolk,Virginia,VA,East,CHA-260,Furniture,Chairs,Chair Model 260,868.13,5,0.0,99.39
ORD-2021-005388,2021-09-01,2021-09-06,Standard Class,CUST-10548,Elena Nguyen,Consumer,United States,Detroit,Michigan,MI,Central,FUR-984,Furniture,Furnishings,Furnishing Model 984,312.67,3,0.0,27.2
ORD-2021-007403,2021-09-01,2021-09-05,Standard Class,CUST-10357,Ava Nguyen,Home Office,United States,Worcester,Massachusetts,MA,East,ART-644,Office Supplies,Art,Art Model 644,40.95,1,0.0,8.61
ORD-2021-000388,2021-09-02,2021-09-03,First Class,CUST-10689,Ethan Kumar,Consumer,United States,Philadelphia,Pennsylvania,PA,East,COO-736,Home & Kitchen,Cookware,Cookware Model 736,16.13,1,0.2,0.69
ORD-2021-003451,2021-09-02,2021-09-07,Standard Class,CUST-10745,Emma Wilson,Home Office,United States,Denver,Colorado,CO,West,FUR-502,Furniture,Furnishings,Furnishing Model 502,81.3,1,0.15,8.08
ORD-2021-003608,2021-09-02,2021-09-06,Standard Class,CUST-10051,Ravi Smith,Corporate,United States,San Diego,California,CA,West,WOM-194,Clothing,Women's Apparel,Women's Apparel Model 194,14.9,1,0.1,2.55
ORD-2021-004849,2021-09-02,2021-09-04,First Class,CUST-10881,James Anderson,Consumer,United States,Portland,Oregon,OR,West,LAP-479,Technology,Laptops,Laptop Model 479,672.82,1,0.3,-41.5
ORD-2021-004948,2021-09-02,2021-09-07,Standard Class,CUST-11278,Sara Lewis,Corporate,United States,Jersey City,New Jersey,NJ,East,DEC-469,Home & Kitchen,Decor,Decor Model 469,291.7,3,0.3,7.3
ORD-2021-006946,2021-09-02,2021-09-09,Standard Class,CUST-11337,Ava Martinez,Consumer,United States,San Diego,California,CA,West,APP-783,Home & Kitchen,Appliances,Appliance Model 783,1361.65,2,0.1,42.65
ORD-2021-002735,2021-09-03,2021-09-10,Standard Class,CUST-10337,Grace Chang,Consumer,United States,Norfolk,Virginia,VA,East,WOM-530,Clothing,Women's Apparel,Women's Apparel Model 530,245.89,3,0.0,66.45
ORD-2021-004332,2021-09-03,2021-09-10,Standard Class,CUST-10445,Robert Chang,Corporate,United States,Boulder,Colorado,CO,West,LAB-575,Office Supplies,Labels,Label Model 575,29.24,2,0.0,8.08
ORD-2021-007921,2021-09-03,2021-09-10,Standard Class,CUST-10980,Elena Young,Corporate,United States,Portland,Oregon,OR,West,LAP-169,Technology,Laptops,Laptop Model 169,2340.24,2,0.2,131.34
ORD-2021-007972,2021-09-03,2021-09-04,First Class,CUST-10015,Lucas Lee,Corporate,United States,Denver,Colorado,CO,West,TAB-441,Furniture,Tables,Table Model 441,945.42,2,0.3,-47.84
ORD-2021-002684,2021-09-04,2021-09-05,First Class,CUST-10634,Ken Smith,Consumer,United States,Worcester,Massachusetts,MA,East,LAB-853,Office Supplies,Labels,Label Model 853,24.99,5,0.2,3.7
ORD-2021-002689,2021-09-04,2021-09-11,Standard Class,CUST-10630,Liam Walker,Consumer,United States,Tucson,Arizona,AZ,West,PAP-855,Office Supplies,Paper,Paper Model 855,16.54,1,0.3,1.62
ORD-2021-003930,2021-09-04,2021-09-06,Second Class,CUST-10605,Grace Nguyen,Home Office,United States,Detroit,Michigan,MI,Central,APP-141,Home & Kitchen,Appliances,Appliance Model 141,236.49,1,0.0,36.51
ORD-2021-007602,2021-09-04,2021-09-09,Standard Class,CUST-11315,Ken Taylor,Consumer,United States,Richmond,Virginia,VA,East,LAP-958,Technology,Laptops,Laptop Model 958,2675.79,2,0.3,-132.9
ORD-2021-001308,2021-09-05,2021-09-11,Standard Class,CUST-11394,James Clark,Corporate,United States,Orlando,Florida,FL,South,COO-466,Home & Kitchen,Cookware,Cookware Model 466,176.31,2,0.1,9.41
ORD-2021-002985,2021-09-05,2021-09-10,Standard Class,CUST-11038,Lucas Davis,Consumer,United States,Philadelphia,Pennsylvania,PA,East,PHO-457,Technology,Phones,Phone Model 457,634.28,1,0.0,114.75
ORD-2021-003323,2021-09-05,2021-09-11,Standard Class,CUST-11061,Carlos Anderson,Corporate,United States,St. Louis,Missouri,MO,Central,CHA-792,Furniture,Chairs,Chair Model 792,139.27,1,0.1,7.6
ORD-2021-003383,2021-09-05,2021-09-10,Standard Class,CUST-10360,Wei Walker,Consumer,United States,Phoenix,Arizona,AZ,West,WOM-376,Clothing,Women's Apparel,Women's Apparel Model 376,201.3,2,0.2,14.84
ORD-2021-005225,2021-09-05,2021-09-10,Standard Class,CUST-10545,Ethan Davis,Home Office,United States,New York City,New York,NY,East,BOO-499,Furniture,Bookcases,Bookcase Model 499,81.29,1,0.2,-3.74
ORD-2021-005501,2021-09-05,2021-09-08,Second Class,CUST-10360,Wei Walker,Consumer,United States,Philadelphia,Pennsylvania,PA,East,LAB-940,Office Supplies,Labels,Label Model 940,5.22,1,0.15,0.81
ORD-2021-006941,2021-09-05,2021-09-12,Standard Class,CUST-10406,Chen Khan,Consumer,United States,Boulder,Colorado,CO,West,CHA-140,Furniture,Chairs,Chair Model 140,1025.77,3,0.1,85.63
ORD-2021-007810,2021-09-05,2021-09-06,First Class,CUST-10754,Elena Taylor,Corporate,United States,Richmond,Virginia,VA,East,PAP-764,Office Supplies,Paper,Paper Model 764,32.35,3,0.0,9.3
ORD-2021-009755,2021-09-05,2021-09-12,Standard Class,CUST-10929,Ethan Chang,Consumer,United States,Pittsburgh,Pennsylvania,PA,East,WOM-887,Clothing,Women's Apparel,Women's Apparel Model 887,33.33,1,0.0,9.46
ORD-2021-009836,2021-09-05,2021-09-09,Standard Class,CUST-10655,Ethan Rossi,Consumer,United States,Ann Arbor,Michigan,MI,Central,KID-129,Clothing,Kids' Wear,Kids' Wear Model 129,129.77,2,0.15,21.73
ORD-2021-001413,2021-09-06,2021-09-10,Standard Class,CUST-10747,Fatima Davis,Home Office,United States,Tucson,Arizona,AZ,West,MEN-147,Clothing,Men's Apparel,Men's Apparel Model 147,137.19,3,0.1,21.13
ORD-2021-002003,2021-09-06,2021-09-13,Standard Class,CUST-10596,Ahmed Chang,Consumer,United States,St. Louis,Missouri,MO,Central,CAM-143,Technology,Cameras,Camera Model 143,658.82,1,0.3,-26.8
ORD-2021-002991,2021-09-06,2021-09-10,Standard Class,CUST-10512,Ravi Johnson,Home Office,United States,Springfield,Illinois,IL,Central,FOO-413,Clothing,Footwear,Footwear Model 413,395.36,3,0.0,85.58
ORD-2021-003144,2021-09-06,2021-09-10,Standard Class,CUST-10839,Ava Kumar,Consumer,United States,Richmond,Virginia,VA,East,BOO-382,Furniture,Bookcases,Bookcase Model 382,200.17,1,0.15,7.27
ORD-2021-003784,2021-09-06,2021-09-08,Second Class,CUST-10548,Elena Nguyen,Consumer,United States,St. Paul,Minnesota,MN,Central,DEC-369,Home & Kitchen,Decor,Decor Model 369,229.04,2,0.1,28.89
ORD-2021-004995,2021-09-06,2021-09-11,Standard Class,CUST-11240,Daniel Lewis,Corporate,United States,Richmond,Virginia,VA,East,LAP-516,Technology,Laptops,Laptop Model 516,3104.01,2,0.2,42.61
ORD-2021-005253,2021-09-06,2021-09-10,Standard Class,CUST-10980,Elena Young,Corporate,United States,Kansas City,Missouri,MO,Central,ACC-610,Technology,Accessories,Accessorie Model 610,29.09,1,0.0,9.37
ORD-2021-005567,2021-09-06,2021-09-10,Second Class,CUST-10191,Ken Lee,Consumer,United States,Denver,Colorado,CO,West,ART-660,Office Supplies,Art,Art Model 660,40.98,1,0.0,9.48
ORD-2021-006666,2021-09-06,2021-09-10,Standard Class,CUST-10324,Ken Clark,Consumer,United States,New York City,New York,NY,East,COO-522,Home & Kitchen,Cookware,Cookware Model 522,722.72,4,0.1,97.81
ORD-2021-007924,2021-09-06,2021-09-13,Standard Class,CUST-11063,Noah Anderson,Corporate,United States,Charlotte,North Carolina,NC,South,LAP-266,Technology,Laptops,Laptop Model 266,1113.07,1,0.0,150.74
ORD-2021-000213,2021-09-07,2021-09-12,Standard Class,CUST-10191,Ken Lee,Consumer,United States,Portland,Oregon,OR,West,PAP-388,Office Supplies,Paper,Paper Model 388,15.88,1,0.4,0.3
ORD-2021-005378,2021-09-07,2021-09-11,Second Class,CUST-10747,Fatima Davis,Home Office,United States,Birmingham,Alabama,AL,South,CAM-971,Technology,Cameras,Camera Model 971,300.98,1,0.1,16.06
ORD-2021-005757,2021-09-07,2021-09-11,Standard Class,CUST-11302,Omar Nguyen,Consumer,United States,Seattle,Washington,WA,West,WOM-998,Clothing,Women's Apparel,Women's Apparel Model 998,44.1,1,0.3,2.32
ORD-2021-006190,2021-09-07,2021-09-11,Second Class,CUST-11044,Noah Smith,Consumer,United States,Charlotte,North Carolina,NC,South,DEC-196,Home & Kitchen,Decor,Decor Model 196,78.47,1,0.0,17.05
ORD-2021-006947,2021-09-07,2021-09-14,Standard Class,CUST-11110,Ken Garcia,Consumer,United States,Buffalo,New York,NY,East,CAM-643,Technology,Cameras,Camera Model 643,803.04,4,0.0,153.87
ORD-2021-007677,2021-09-07,2021-09-08,First Class,CUST-10620,Ethan Nguyen,Corporate,United States,Cleveland,Ohio,OH,Central,DEC-936,Home & Kitchen,Decor,Decor Model 936,33.53,1,0.2,4.48
ORD-2021-000286,2021-09-08,2021-09-15,Standard Class,CUST-10655,Ethan Rossi,Consumer,United States,Norfolk,Virginia,VA,East,LAP-780,Technology,Laptops,Laptop Model 780,589.35,1,0.1,35.0
ORD-2021-002718,2021-09-08,2021-09-10,First Class,CUST-11143,Ava Clark,Consumer,United States,Denver,Colorado,CO,West,STO-623,Office Supplies,Storage,Storage Model 623,79.62,1,0.0,16.89
ORD-2021-008245,2021-09-08,2021-09-13,Standard Class,CUST-10650,Omar Davis,Home Office,United States,New York City,New York,NY,East,FOO-938,Clothing,Footwear,Footwear Model 938,580.86,4,0.15,61.52
ORD-2021-008935,2021-09-08,2021-09-14,Standard Class,CUST-10713,Chen Walker,Corporate,United States,Boulder,Colorado,CO,West,CAM-840,Technology,Cameras,Camera Model 840,2033.91,3,0.0,261.8
ORD-2021-009619,2021-09-08,2021-09-12,Standard Class,CUST-11083,Noah Clark,Consumer,United States,Minneapolis,Minnesota,MN,Central,CHA-695,Furniture,Chairs,Chair Model 695,419.97,1,0.0,35.71
ORD-2021-007591,2021-09-09,2021-09-15,Standard Class,CUST-10654,Fatima Lewis,Consumer,United States,Reno,Nevada,NV,West,APP-568,Home & Kitchen,Appliances,Appliance Model 568,243.62,2,0.1,23.97
ORD-2021-002582,2021-09-10,2021-09-16,Standard Class,CUST-10967,Wei Garcia,Consumer,United States,Newark,New Jersey,NJ,East,MEN-122,Clothing,Men's Apparel,Men's Apparel Model 122,100.67,1,0.3,4.46
ORD-2021-002949,2021-09-10,2021-09-15,Standard Class,CUST-11149,Sofia Lewis,Consumer,United States,Detroit,Michigan,MI,Central,PAP-580,Office Supplies,Paper,Paper Model 580,52.9,3,0.0,15.33
ORD-2021-003549,2021-09-10,2021-09-10,Same Day,CUST-11280,Carlos Brown,Corporate,United States,Albany,New York,NY,East,COO-925,Home & Kitchen,Cookware,Cookware Model 925,232.48,2,0.3,-0.54
ORD-2021-005626,2021-09-10,2021-09-14,Standard Class,CUST-10605,Grace Nguyen,Home Office,United States,Kansas City,Missouri,MO,Central,PHO-996,Technology,Phones,Phone Model 996,1925.29,4,0.2,244.19
ORD-2021-005782,2021-09-10,2021-09-15,Standard Class,CUST-10919,Sofia Martinez,Home Office,United States,Savannah,Georgia,GA,South,ART-456,Office Supplies,Art,Art Model 456,33.4,1,0.1,5.97
ORD-2021-009648,2021-09-10,2021-09-13,Second Class,CUST-10781,Liam Walker,Home Office,United States,St. Paul,Minnesota,MN,Central,FOO-660,Clothing,Footwear,Footwear Model 660,112.48,1,0.0,24.87
ORD-2021-009769,2021-09-10,2021-09-16,Standard Class,CUST-10207,James Taylor,Consumer,United States,Montgomery,Alabama,AL,South,ACC-744,Technology,Accessories,Accessorie Model 744,19.89,1,0.1,4.36
ORD-2021-009776,2021-09-10,2021-09-14,Standard Class,CUST-10720,Sara Kumar,Consumer,United States,Minneapolis,Minnesota,MN,Central,FOO-621,Clothing,Footwear,Footwear Model 621,25.37,1,0.2,2.84
ORD-2021-001604,2021-09-11,2021-09-15,Standard Class,CUST-11039,Liam Patel,Corporate,United States,Portland,Oregon,OR,West,MEN-282,Clothing,Men's Apparel,Men's Apparel Model 282,122.57,1,0.15,20.31
ORD-2021-001933,2021-09-11,2021-09-14,Second Class,CUST-10935,Mary Lee,Corporate,United States,Los Angeles,California,CA,West,FOO-841,Clothing,Footwear,Footwear Model 841,870.07,5,0.0,199.67
ORD-2021-002091,2021-09-11,2021-09-12,First Class,CUST-10754,Elena Taylor,Corporate,United States,Philadelphia,Pennsylvania,PA,East,PAP-710,Office Supplies,Paper,Paper Model 710,3.78,1,0.2,0.66
ORD-2021-005955,2021-09-11,2021-09-15,Standard Class,CUST-10623,Elena Wilson,Consumer,United States,Cleveland,Ohio,OH,Central,TAB-721,Furniture,Tables,Table Model 721,174.36,1,0.0,14.42
ORD-2021-006241,2021-09-11,2021-09-14,Second Class,CUST-11138,Sofia Johnson,Consumer,United States,Charlotte,North Carolina,NC,South,WOM-161,Clothing,Women's Apparel,Women's Apparel Model 161,41.03,1,0.0,7.6
ORD-2021-006869,2021-09-11,2021-09-17,Standard Class,CUST-11039,Liam Patel,Corporate,United States,Chicago,Illinois,IL,Central,APP-980,Home & Kitchen,Appliances,Appliance Model 980,1771.85,4,0.0,202.75
ORD-2021-006917,2021-09-11,2021-09-16,Standard Class,CUST-10726,Mary Lee,Consumer,United States,Birmingham,Alabama,AL,South,CHA-116,Furniture,Chairs,Chair Model 116,272.12,1,0.1,12.16
ORD-2021-008477,2021-09-11,2021-09-17,Standard Class,CUST-10980,Elena Young,Corporate,United States,Newark,New Jersey,NJ,East,WOM-201,Clothing,Women's Apparel,Women's Apparel Model 201,87.27,3,0.1,12.33
ORD-2021-003255,2021-09-12,2021-09-19,Standard Class,CUST-11222,Carlos Lewis,Consumer,United States,Spokane,Washington,WA,West,LAB-635,Office Supplies,Labels,Label Model 635,20.02,4,0.0,4.98
ORD-2021-003544,2021-09-12,2021-09-13,First Class,CUST-10036,Lucas Patel,Consumer,United States,Miami,Florida,FL,South,PHO-721,Technology,Phones,Phone Model 721,1071.21,2,0.15,80.49
ORD-2021-005405,2021-09-12,2021-09-13,Same Day,CUST-10909,Wei Khan,Home Office,United States,Memphis,Tennessee,TN,South,STO-548,Office Supplies,Storage,Storage Model 548,207.59,2,0.0,42.93
ORD-2021-005995,2021-09-12,2021-09-19,Standard Class,CUST-11207,Arjun Wilson,Consumer,United States,Jersey City,New Jersey,NJ,East,ART-418,Office Supplies,Art,Art Model 418,61.03,3,0.0,16.74
ORD-2021-006267,2021-09-12,2021-09-16,Standard Class,CUST-10634,Ken Smith,Consumer,United States,Norfolk,Virginia,VA,East,STO-301,Office Supplies,Storage,Storage Model 301,24.16,1,0.0,5.61
ORD-2021-006685,2021-09-12,2021-09-18,Standard Class,CUST-11065,Isabella Young,Corporate,United States,Newark,New Jersey,NJ,East,CAM-508,Technology,Cameras,Camera Model 508,950.27,2,0.3,-64.64
ORD-2021-000614,2021-09-13,2021-09-20,Standard Class,CUST-10548,Elena Nguyen,Consumer,United States,Denver,Colorado,CO,West,MEN-426,Clothing,Men's Apparel,Men's Apparel Model 426,392.51,3,0.0,78.41
ORD-2021-001618,2021-09-13,2021-09-17,Second Class,CUST-10331,Mary Lee,Consumer,United States,Tampa,Florida,FL,South,ART-604,Office Supplies,Art,Art Model 604,27.2,1,0.0,7.54
ORD-2021-002277,2021-09-13,2021-09-20,Standard Class,CUST-10500,Ravi Chang,Corporate,United States,Portland,Oregon,OR,West,LAP-524,Technology,Laptops,Laptop Model 524,787.25,1,0.2,9.41
ORD-2021-002522,2021-09-13,2021-09-15,Second Class,CUST-11172,Carlos Khan,Corporate,United States,New York City,New York,NY,East,LAP-822,Technology,Laptops,Laptop Model 822,1576.99,1,0.0,293.75
ORD-2021-002777,2021-09-13,2021-09-16,Second Class,CUST-10531,Wei Chang,Corporate,United States,Jersey City,New Jersey,NJ,East,WOM-284,Clothing,Women's Apparel,Women's Apparel Model 284,573.39,5,0.1,94.76
ORD-2021-005741,2021-09-13,2021-09-20,Standard Class,CUST-10799,Elena Chang,Corporate,United States,Reno,Nevada,NV,West,BIN-672,Office Supplies,Binders,Binder Model 672,37.72,1,0.0,9.51
ORD-2021-008543,2021-09-13,2021-09-17,Standard Class,CUST-10815,Carlos Lewis,Consumer,United States,Seattle,Washington,WA,West,STO-373,Office Supplies,Storage,Storage Model 373,119.8,2,0.1,20.01
ORD-2021-009582,2021-09-13,2021-09-18,Standard Class,CUST-10169,Sofia Young,Consumer,United States,Cleveland,Ohio,OH,Central,BIN-620,Office Supplies,Binders,Binder Model 620,87.25,3,0.0,30.68
ORD-2021-002510,2021-09-14,2021-09-21,Standard Class,CUST-10545,Ethan Davis,Home Office,United States,Pittsburgh,Pennsylvania,PA,East,FOO-470,Clothing,Footwear,Footwear Model 470,117.26,1,0.4,-1.71
ORD-2021-003122,2021-09-14,2021-09-20,Standard Class,CUST-10233,Wei Martinez,Corporate,United States,Houston,Texas,TX,Central,LAB-422,Office Supplies,Labels,Label Model 422,21.45,2,0.0,5.24
ORD-2021-003409,2021-09-14,2021-09-21,Standard Class,CUST-10293,Chen Johnson,Corporate,United States,Nashville,Tennessee,TN,South,CHA-521,Furniture,Chairs,Chair Model 521,66.99,1,0.4,-7.21
ORD-2021-003443,2021-09-14,2021-09-19,Standard Class,CUST-11291,Emma Taylor,Consumer,United States,Philadelphia,Pennsylvania,PA,East,APP-336,Home & Kitchen,Appliances,Appliance Model 336,2691.35,5,0.3,-201.2
ORD-2021-004690,2021-09-14,2021-09-19,Standard Class,CUST-10843,Fatima Davis,Consumer,United States,New York City,New York,NY,East,APP-627,Home & Kitchen,Appliances,Appliance Model 627,891.09,2,0.0,95.95
ORD-2021-008956,2021-09-14,2021-09-21,Standard Class,CUST-11272,Ravi Brown,Consumer,United States,Seattle,Washington,WA,West,CAM-523,Technology,Cameras,Camera Model 523,313.35,2,0.3,-6.77
ORD-2021-001797,2021-09-15,2021-09-19,Standard Class,CUST-10548,Elena Nguyen,Consumer,United States,Savannah,Georgia,GA,South,FUR-412,Furniture,Furnishings,Furnishing Model 412,129.28,1,0.0,22.45
ORD-2021-004589,2021-09-15,2021-09-19,Standard Class,CUST-10551,Ava Garcia,Consumer,United States,Richmond,Virginia,VA,East,PAP-817,Office Supplies,Paper,Paper Model 817,18.73,1,0.0,6.3
ORD-2021-004606,2021-09-15,2021-09-19,Standard Class,CUST-10217,Lucas Patel,Corporate,United States,Chicago,Illinois,IL,Central,MEN-862,Clothing,Men's Apparel,Men's Apparel Model 862,33.95,1,0.1,6.11
ORD-2021-007767,2021-09-15,2021-09-16,First Class,CUST-10545,Ethan Davis,Home Office,United States,Detroit,Michigan,MI,Central,FUR-746,Furniture,Furnishings,Furnishing Model 746,501.83,4,0.0,74.63
ORD-2021-000277,2021-09-16,2021-09-18,Second Class,CUST-11329,Chen Garcia,Home Office,United States,Birmingham,Alabama,AL,South,PHO-810,Technology,Phones,Phone Model 810,144.72,1,0.1,17.87
ORD-2021-000608,2021-09-16,2021-09-20,Standard Class,CUST-10623,Elena Wilson,Consumer,United States,Sacramento,California,CA,West,LAB-646,Office Supplies,Labels,Label Model 646,2.51,1,0.0,0.54
ORD-2021-001977,2021-09-16,2021-09-20,Standard Class,CUST-11371,Ethan Walker,Corporate,United States,Boulder,Colorado,CO,West,PHO-635,Technology,Phones,Phone Model 635,1406.49,5,0.2,104.04
ORD-2021-003892,2021-09-16,2021-09-17,First Class,CUST-10980,Elena Young,Corporate,United States,Montgomery,Alabama,AL,South,LAP-841,Technology,Laptops,Laptop Model 841,3411.89,2,0.15,214.61
ORD-2021-003913,2021-09-16,2021-09-20,Standard Class,CUST-10418,Ravi Garcia,Consumer,United States,Los Angeles,California,CA,West,ACC-878,Technology,Accessories,Accessorie Model 878,82.05,2,0.0,23.09
ORD-2021-005401,2021-09-16,2021-09-20,Second Class,CUST-10557,Ahmed Wilson,Consumer,United States,Dallas,Texas,TX,Central,LAB-918,Office Supplies,Labels,Label Model 918,5.13,3,0.2,0.61
ORD-2021-005829,2021-09-16,2021-09-19,Second Class,CUST-10928,Arjun Martinez,Corporate,United States,Denver,Colorado,CO,West,FUR-235,Furniture,Furnishings,Furnishing Model 235,29.09,1,0.0,4.55
ORD-2021-006376,2021-09-16,2021-09-17,First Class,CUST-11325,Jack Lewis,Corporate,United States,Albany,New York,NY,East,LAP-919,Technology,Laptops,Laptop Model 919,7975.64,5,0.2,-91.18
